BBG004730N88;1685700000;243.620000000;243.690000000;243.700000000;243.560000000;4287
BBG004730N88;1685700060;243.700000000;243.910000000;243.950000000;243.690000000;7235
BBG004730N88;1685700120;243.910000000;243.980000000;244.040000000;243.850000000;27904
BBG004730N88;1685700180;243.950000000;244.020000000;244.030000000;243.930000000;7614
BBG004730N88;1685700240;244.030000000;244.010000000;244.040000000;244.000000000;10024
BBG004730N88;1685700300;244.000000000;243.690000000;244.010000000;243.690000000;7135
BBG004730N88;1685700360;243.690000000;243.740000000;243.900000000;243.690000000;1922
BBG004730N88;1685700420;243.740000000;243.750000000;243.880000000;243.710000000;2707
BBG004730N88;1685700480;243.750000000;243.730000000;243.750000000;243.570000000;4698
BBG004730N88;1685700540;243.740000000;243.790000000;244.000000000;243.730000000;7002
BBG004730N88;1685700600;243.800000000;243.930000000;243.950000000;243.780000000;659
BBG004730N88;1685700660;243.950000000;243.860000000;243.980000000;243.840000000;1878
BBG004730N88;1685700720;243.860000000;243.780000000;243.860000000;243.700000000;3712
BBG004730N88;1685700780;243.800000000;243.770000000;243.940000000;243.710000000;3485
BBG004730N88;1685700840;243.780000000;243.850000000;243.860000000;243.770000000;565
BBG004730N88;1685700900;243.840000000;243.960000000;243.960000000;243.840000000;5251
BBG004730N88;1685700960;243.960000000;243.920000000;243.960000000;243.840000000;2016
BBG004730N88;1685701020;243.920000000;243.910000000;243.920000000;243.840000000;2897
BBG004730N88;1685701080;243.910000000;243.890000000;243.920000000;243.860000000;477
BBG004730N88;1685701140;243.890000000;243.880000000;243.900000000;243.790000000;4035
BBG004730N88;1685701200;243.870000000;243.900000000;243.900000000;243.770000000;7995
BBG004730N88;1685701260;243.910000000;243.960000000;243.960000000;243.910000000;4872
BBG004730N88;1685701320;243.960000000;244.030000000;244.040000000;243.960000000;14470
BBG004730N88;1685701380;244.040000000;244.050000000;244.060000000;244.020000000;4661
BBG004730N88;1685701440;244.050000000;244.070000000;244.070000000;244.020000000;4457
BBG004730N88;1685701500;244.070000000;244.010000000;244.070000000;244.000000000;6639
BBG004730N88;1685701560;244.010000000;243.790000000;244.010000000;243.630000000;8252
BBG004730N88;1685701620;243.800000000;243.710000000;243.960000000;243.700000000;3086
BBG004730N88;1685701680;243.710000000;243.480000000;243.760000000;243.470000000;8335
BBG004730N88;1685701740;243.500000000;243.490000000;243.570000000;243.440000000;3958
BBG004730N88;1685701800;243.490000000;243.500000000;243.590000000;243.410000000;5858
BBG004730N88;1685701860;243.500000000;243.480000000;243.500000000;243.440000000;3472
BBG004730N88;1685701920;243.500000000;243.500000000;243.500000000;243.480000000;721
BBG004730N88;1685701980;243.500000000;243.480000000;243.620000000;243.440000000;10266
BBG004730N88;1685702040;243.480000000;243.620000000;243.650000000;243.480000000;3441
BBG004730N88;1685702100;243.610000000;243.570000000;243.610000000;243.540000000;1061
BBG004730N88;1685702160;243.570000000;243.630000000;243.650000000;243.570000000;2458
BBG004730N88;1685702220;243.630000000;243.610000000;243.680000000;243.600000000;1051
BBG004730N88;1685702280;243.610000000;243.560000000;243.610000000;243.520000000;4148
BBG004730N88;1685702340;243.560000000;243.640000000;243.640000000;243.560000000;684
BBG004730N88;1685702400;243.640000000;243.650000000;243.730000000;243.640000000;4305
BBG004730N88;1685702460;243.650000000;243.590000000;243.650000000;243.530000000;3460
BBG004730N88;1685702520;243.590000000;243.560000000;243.610000000;243.520000000;5526
BBG004730N88;1685702580;243.560000000;243.580000000;243.580000000;243.520000000;1344
BBG004730N88;1685702640;243.580000000;243.570000000;243.580000000;243.550000000;862
BBG004730N88;1685702700;243.570000000;243.670000000;243.670000000;243.550000000;4560
BBG004730N88;1685702760;243.670000000;243.620000000;243.670000000;243.540000000;2754
BBG004730N88;1685702820;243.580000000;243.640000000;243.670000000;243.580000000;2254
BBG004730N88;1685702880;243.640000000;243.640000000;243.660000000;243.600000000;1498
BBG004730N88;1685702940;243.650000000;243.570000000;243.650000000;243.530000000;841
BBG004730N88;1685703000;243.570000000;243.590000000;243.590000000;243.560000000;247
BBG004730N88;1685703060;243.590000000;243.560000000;243.600000000;243.560000000;653
BBG004730N88;1685703120;243.560000000;243.520000000;243.570000000;243.520000000;5753
BBG004730N88;1685703180;243.520000000;243.520000000;243.530000000;243.520000000;2594
BBG004730N88;1685703240;243.530000000;243.530000000;243.530000000;243.520000000;536
BBG004730N88;1685703300;243.530000000;243.850000000;243.880000000;243.520000000;12464
BBG004730N88;1685703360;243.860000000;243.760000000;243.960000000;243.740000000;4146
BBG004730N88;1685703420;243.820000000;243.540000000;243.820000000;243.520000000;10325
BBG004730N88;1685703480;243.530000000;243.660000000;243.710000000;243.530000000;3437
BBG004730N88;1685703540;243.600000000;243.810000000;243.910000000;243.600000000;11488
BBG004730N88;1685703600;243.810000000;243.870000000;243.880000000;243.810000000;771
BBG004730N88;1685703660;243.870000000;243.840000000;243.870000000;243.830000000;443
BBG004730N88;1685703720;243.850000000;243.840000000;243.880000000;243.840000000;581
BBG004730N88;1685703780;243.840000000;243.880000000;243.880000000;243.730000000;3447
BBG004730N88;1685703840;243.850000000;243.750000000;243.870000000;243.750000000;412
BBG004730N88;1685703900;243.750000000;243.760000000;243.840000000;243.750000000;952
